,Index,Hotel,Location,Country,Region,Company,Score,Rank,Rooms,Hotel_type,Theme,Year,Century,2021_Rank,Past_rank,Rank_Year,Google_Rate,Google_Habs,Google_Location,Google_Service,Trip_Rate,Trip_Location,Trip_Cleanliness,Trip_Service,Trip_Value
102,80,Katikies Santorini,Santorini,Greece,Europe,Katikies Resorts & Club,96.24,80,34,Small,Coastal,1987,20,0.0,0.0,2022,4.7,4.9,5.0,5.0,5.0,4.9,4.9,4.9,4.4
103,81,Nobu Hotel,Miami Beach,United States,North America,Davidson Hotels & Resorts,96.22,81,206,Medium,Beachfront,1957,20,0.0,0.0,2022,4.0,0.0,0.0,0.0,5.0,4.5,4.9,4.8,4.7
104,82,The Shore Club,Long Bay Beach,Turks and Caicos Islands,Caribbean,The Hartling Group,96.22,82,110,Small,Beachfront,2016,21,0.0,0.0,2022,4.4,4.2,4.2,4.0,4.5,4.7,4.9,4.5,4.3
105,83,Taj Holiday Village Resort & Spa,Goa,India,Southeast Asia,India Hotels Company Limited,96.21,83,142,Small,Beachfront,1978,20,1.0,12.0,2022,4.7,3.9,4.7,4.7,4.5,4.7,4.5,4.5,4.2
106,113,Taj Holiday Village Resort & Spa,Goa,India,Southeast Asia,India Hotels Company Limited,98.76,12,142,Small,Coastal,1978,20,0.0,0.0,2021,4.7,3.9,4.7,4.7,4.5,4.7,4.5,4.5,4.2
107,84,Mandarin Oriental Bangkok,Bangkok,Thailand,Southeast Asia,Jardine Matheson,96.18,84,331,Big,Contemporary ,1876,19,1.0,41.0,2022,4.7,4.3,4.2,4.4,5.0,4.7,4.9,4.9,4.4
108,144,Mandarin Oriental Bangkok,Bangkok,Thailand,Southeast Asia,Jardine Matheson,97.87,41,331,Big,Contemporary ,1876,19,0.0,0.0,2021,4.7,4.3,4.2,4.4,5.0,4.7,4.9,4.9,4.4
109,85,Auberge Saint-Antoine,Quebec City,Canada,North America,Price family,96.18,85,95,Small,Manor,1992,20,0.0,0.0,2022,4.8,4.3,4.9,4.5,5.0,4.9,4.9,4.8,4.5
110,86,Rosewood Miramar Beach,Montecito,United States,North America,Caruso,96.14,86,161,Medium,Beachfront,2018,21,0.0,0.0,2022,4.5,0.0,0.0,0.0,4.5,4.8,4.8,4.3,4.0
111,87,Rio Celeste Hideaway Hotel,Guanacaste,Costa Rica,Latin America,Angelo Zaragovia (brainchild),96.0,87,26,Small,Nature,2010,21,0.0,0.0,2022,4.7,4.5,4.8,4.8,4.5,4.5,4.8,4.7,4.5
112,88,Hotel Caesar Augustus,Anacapri,Italy,Europe,Signorini family,96.0,87,55,Small,Coastal,1940,20,0.0,0.0,2022,4.8,4.2,5.0,4.6,4.5,4.9,4.7,4.5,4.0
113,89,Grand Hotel Villa Serbelloni,Bellagio,Italy,Europe,Bucher family,96.0,87,95,Small,Palace,1873,19,0.0,0.0,2022,4.6,3.7,4.8,4.2,4.5,4.9,4.6,4.4,3.7
114,90,Le Bristol Paris,Paris,France,Europe,Oetker Collection,96.0,87,190,Medium,Palace,1925,20,1.0,80.0,2022,4.7,3.8,4.9,4.6,5.0,4.9,4.9,4.9,4.4
115,182,Le Bristol Paris,Paris,France,Europe,Oetker Collection,97.0,80,190,Medium,Palace,1925,20,0.0,0.0,2021,4.7,3.8,4.9,4.6,5.0,4.9,4.9,4.9,4.4
116,91,Shangri-La Bosphorus,Istanbul,Turkey,Middle East,Kerry Properties,95.9,91,186,Medium,Palace,1929,20,0.0,0.0,2022,4.6,4.2,4.4,4.3,4.5,4.6,4.7,4.7,4.3
117,92,The Palms Turks & Caicos,Grace Bay Beach,Turks and Caicos Islands,Caribbean,The Hartling Group,95.86,92,72,Small,Beachfront,2004,21,0.0,0.0,2022,4.5,3.8,4.2,3.6,4.5,4.9,4.8,4.6,4.3
118,93,"The Lodge at Blue Sky, Auberge Resorts Collection",Park City,United States,North America,Phillips family,95.85,93,46,Small,Lodge,2018,21,0.0,0.0,2022,4.7,0.0,0.0,0.0,5.0,5.0,4.7,4.7,4.5
119,94,Little Palm Island Resort & Spa,Little Torch Key,United States,North America,Noble House Hotels and Resorts,95.83,94,30,Small,Island,1989,20,0.0,0.0,2022,4.6,3.3,4.3,0.0,4.5,4.9,4.7,4.7,4.1
120,95,Le Sirenuse,Positano,Italy,Europe,Sersale family,95.81,95,58,Small,Coastal,1951,20,0.0,0.0,2022,4.6,4.6,5.0,4.7,4.5,4.9,4.9,4.8,4.3
121,96,andBeyond Ngorongoro Crater Lodge,Ngorongoro Conservation Area,Tanzania,Africa,andBeyond,95.8,96,30,Small,Safari,1996,20,0.0,0.0,2022,4.7,0.0,0.0,0.0,5.0,4.9,4.8,4.8,4.4
122,97,Casa San Agustín,Cartagena,Colombia,Latin America,Casa San Agustín,95.79,97,31,Small,Boutique ,1700,18,0.0,0.0,2022,4.6,4.4,4.8,4.7,5.0,4.9,4.9,4.9,4.6
123,98,The Connaught,London,England,Europe,Maybourne Hotel Group,95.79,97,121,Small,Contemporary ,1897,19,0.0,0.0,2022,4.7,3.8,5.0,4.4,5.0,4.9,4.9,4.8,4.3
124,99,Wentworth Mansion,Charleston,United States,North America,Richard Widman,95.78,99,21,Small,Manor,1886,19,0.0,0.0,2022,4.8,4.3,4.4,4.7,5.0,4.6,4.8,4.9,4.6
125,100,Taj Lands End,Mumbai,India,Southeast Asia,Indian Hotels Company Limited,95.73,100,488,Big,Contemporary ,1999,20,0.0,0.0,2022,4.6,4.2,4.6,4.4,4.5,4.6,4.7,4.6,4.3
126,101,Birkenhead House,Hermanus,South Africa,Africa,The Royal Portfolio,95.73,100,11,Small,Coastal,1952,20,0.0,0.0,2022,4.8,4.8,5.0,5.0,5.0,4.9,4.9,4.9,4.6
127,102,Mahali Mzuri,Masai Mara,Kenya,Africa,Virgin Limited Edition,99.73,1,12,Small,Safari,2013,21,0.0,0.0,2021,4.8,0.0,0.0,0.0,5.0,4.9,5.0,5.0,4.8
128,103,Nayara Tented Group,Arenal Volcano National Park,Costa Rica,Latin America,Nayara Resorts,99.58,2,29,Small,Nature,2019,21,0.0,0.0,2021,4.9,4.7,4.9,4.8,5.0,4.9,4.9,4.9,4.8
129,104,The Opposite House,Beijing,China,Asia,Swire Properties,99.47,3,99,Small,Contemporary ,2009,21,0.0,0.0,2021,4.5,4.1,4.7,4.6,5.0,4.8,4.8,4.8,4.4
130,105,Capella Bangkok,Bangkok,Thailand,Southeast Asia,Pontiac Land Group,99.38,4,101,Small,Contemporary ,2020,21,0.0,0.0,2021,4.7,4.5,4.0,4.7,5.0,4.8,5.0,4.9,4.8
131,108,Kamalame Cay,Andros Island,Bahamas,Caribbean,David and Michael King-Hew,99.14,7,22,Small,Island,1996,20,0.0,0.0,2021,4.7,0.0,0.0,0.0,4.5,4.8,4.6,4.6,4.3
132,110,The Temple House,Chengdu,China,Asia,Swire Properties,98.94,9,142,Small,Contemporary ,2003,21,0.0,0.0,2021,4.6,4.1,4.9,4.4,5.0,4.9,4.9,4.9,4.7
133,112,Hotel Paracas,Paracas,Peru,Latin America,Marriott International,98.77,11,120,Small,Coastal,1944,20,0.0,0.0,2021,4.7,4.3,4.4,4.4,4.5,4.6,4.8,4.6,4.3
134,114,"Savute Elephant Lodge, A Belmond Safari",Chobe National Park,Botswana,Africa,LVMH,98.75,13,12,Small,Safari,1992,20,0.0,0.0,2021,4.6,0.0,0.0,0.0,4.5,4.9,4.9,4.9,4.5
135,116,Mandarin Oriental Milan,Milan,Italy,Europe,Jardine Matheson,98.67,15,104,Small,Contemporary ,2015,21,0.0,0.0,2021,4.7,3.5,4.8,4.5,5.0,4.9,4.9,4.8,4.5
136,117,La Reserve Paris,Paris,France,Europe,Michel Reybier Hospitality Group,98.6,16,40,Small,Contemporary ,2015,21,0.0,0.0,2021,4.7,4.7,4.9,4.7,5.0,4.8,5.0,4.9,4.6
137,118,Nobu Ryokan,Malibu,United States,North America," Chef Nobu, Robert De Niro, Meir Teper and Larry Ellison",98.59,17,16,Small,Coastal,2017,21,0.0,0.0,2021,4.5,0.0,0.0,0.0,4.5,5.0,4.8,4.6,3.6
138,119,Soneva Fushi,Baa Atoll,Maldives,Southeast Asia,Soneva,98.59,17,64,Small,Island,1995,20,0.0,0.0,2021,4.8,0.0,0.0,0.0,5.0,4.9,4.9,4.9,4.6
139,121,Alila Manggis,Bali,Indonesia,Southeast Asia,Hyatt,98.5,20,55,Small,Nature,2014,21,0.0,0.0,2021,4.6,3.9,4.4,4.8,4.5,4.3,4.7,4.8,4.4
140,122,Phinda Vlei Lodge,KwaZulu Natal,South Africa,Africa,andBeyond,98.5,20,6,Small,Safari,1996,20,0.0,0.0,2021,4.8,0.0,0.0,0.0,5.0,4.9,4.9,4.9,4.6
141,123,Il Sereno Lago di Como,Torno,Italy,Europe,Sereno Hotels,98.5,20,40,Small,Coastal,2016,21,0.0,0.0,2021,4.5,0.0,0.0,0.0,4.5,4.8,4.8,4.5,4.0
142,126,Istanbul At Sultanahmet,Istanbul,Turkey,Middle East,Four Seasons,98.4,25,65,Small,Palace,1996,20,0.0,0.0,2021,4.7,4.9,4.7,4.6,5.0,4.9,4.9,4.9,4.4
143,127,The Peninsula Manila,Manila,Philippines,Southeast Asia,Hongkong and Shanghai Hotels Ltd.,98.4,25,469,Big,Palace,1976,20,0.0,0.0,2021,4.7,4.2,4.2,4.6,4.5,4.6,4.6,4.6,4.2
144,128,Hotel Il Pellicano,Porto Ercole,Italy,Europe,The Leading Hotels of the World Ltd.,98.32,27,47,Small,Coastal,1965,20,0.0,0.0,2021,4.7,3.8,4.7,4.1,4.5,4.8,4.8,4.7,3.9
145,129,Hotel Fasano Boa Vista,Porto Feliz,Brazil ,Latin America,The Leading Hotels of the World Ltd.,98.25,28,39,Small,Nature,2003,21,0.0,0.0,2021,4.7,4.5,4.0,3.5,4.5,4.7,4.7,4.6,3.9
146,130,Halekulani Okinawa,Okinawa,Japan,Asia,Mitsui Fudosan Group,98.21,29,360,Big,Coastal,2019,21,0.0,0.0,2021,4.5,4.6,4.0,4.3,4.5,4.3,4.6,4.0,3.6
147,131,The Lake House on Canandaigua,New York,United States,North America,The Sands Family,98.14,30,124,Small,Nature,1962,20,0.0,0.0,2021,4.3,0.0,0.0,0.0,4.5,4.8,4.8,4.2,3.8
148,132,Hyatt Regency Amritsar,Amritsar,India,Southeast Asia,Hyatt,98.14,31,248,Medium,Contemporary ,2008,21,0.0,0.0,2021,4.3,2.5,4.7,3.8,4.0,4.3,4.4,4.2,4.1
149,133,Leela Palace Udaipur,Udaipur,India,Southeast Asia,Brookfield Asset Management,98.13,32,80,Small,Palace,2009,21,0.0,0.0,2021,4.7,4.5,4.6,4.3,5.0,4.9,4.9,4.9,4.5
150,134,Nayara Gardens,Arenal Volcano National Park,Costa Rica,Latin America,Nayara Resorts,98.13,33,50,Small,Nature,2007,21,0.0,0.0,2021,4.9,4.7,4.8,4.8,5.0,4.8,4.9,4.9,4.7
151,136,Rancho Valencia Resort & Spa,San Diego,United States,North America,Jacobs Family,98.03,35,49,Small,Nature,1989,20,0.0,0.0,2021,4.8,0.0,0.0,0.0,4.5,4.7,4.9,4.8,4.3
152,138,The Oberoi Mumbai,Mumbai,India,Southeast Asia,The Oberoi Group,98.0,36,337,Big,Contemporary ,2004,21,0.0,0.0,2021,4.7,4.4,4.9,4.8,5.0,4.8,4.9,4.8,4.5
153,139,Tierra Atacama Hotel & Spa,San Pedro de Atacama,Chile,Latin America,Tierra Hotels,98.0,36,32,Small,Nature,2011,21,0.0,0.0,2021,4.7,3.8,3.8,4.9,5.0,4.8,4.8,4.8,4.4
154,140,Viceroy Riviera Maya,Playa del Carmen,Mexico,Latin America,Viceroy Hotel Group ,97.92,39,41,Small,Coastal,2006,21,0.0,0.0,2021,4.5,0.0,0.0,0.0,4.5,4.6,4.8,4.8,4.3
155,141,St. Regis Istanbul,Istanbul,Turkey,Middle East,Marriott International,97.89,40,118,Small,Contemporary ,2015,21,0.0,0.0,2021,4.6,4.0,4.7,4.0,4.5,4.8,4.8,4.8,4.6
156,142,Katikies Mykonos,Mikonos ,Greece,Europe,Nikos Pagonis,97.87,41,36,Small,Coastal,2018,21,0.0,0.0,2021,4.7,4.2,4.6,4.3,4.5,4.7,4.9,4.9,4.5
157,143,The Lanesborough,London,England,Europe,Oetker Collection,97.87,41,93,Small,Palace,1991,20,0.0,0.0,2021,4.6,3.9,4.5,4.2,5.0,4.9,4.9,4.9,4.6
158,145,The Roundtree,Amagansett,United States,North America,Sylvia Wong,97.87,41,10,Small,Nature,2020,21,0.0,0.0,2021,4.9,0.0,0.0,0.0,4.5,4.8,4.5,4.7,4.3
159,146,Mashpi Lodge,Quito,Ecuador,Latin America,Roque Sevilla,97.76,45,24,Small,Nature,2012,21,0.0,0.0,2021,4.9,5.0,4.6,4.9,5.0,4.9,4.9,4.9,4.6
160,147,Angama Mara,Mara Triangle,Kenya,Africa,Nicky and Steve Fitzgerald ,97.73,46,4,Small,Safari,2015,21,0.0,0.0,2021,4.7,5.0,5.0,5.0,5.0,5.0,4.9,4.9,4.8
161,149,Grand Hotel Excelsior Vittoria,Sorrento,Italy,Europe,Guido Fiorentino,97.71,48,79,Small,Coastal,1834,19,0.0,0.0,2021,4.7,4.6,4.7,4.4,5.0,5.0,4.9,4.8,4.4
162,150,Sumaq Machu Picchu Hotel,Aguas Calientes,Peru,Latin America,Clabe Andina,97.68,49,62,Small,Nature,2007,21,0.0,0.0,2021,4.6,4.2,4.5,4.0,4.5,4.7,4.8,4.8,4.3
163,151,Las Ventanas al Paraíso,San José del Cabo,Mexico,Latin America,Rosewood Hotel Group ,97.68,50,83,Small,Coastal,1997,20,0.0,0.0,2021,4.8,0.0,0.0,0.0,5.0,4.9,4.9,4.9,4.4
164,153,Viceroy Chicago,Chicago,United States,North America,Viceroy Hotel Group ,97.66,51,180,Medium,Contemporary ,2017,21,0.0,0.0,2021,4.6,0.0,0.0,0.0,4.5,4.9,4.8,4.7,4.5
165,155,Singita Grumeti,Serengeti National Park,Tanzania,Africa,"Paul Tudor Jones, Luke Bailes",97.6,54,15,Small,Safari,2013,21,0.0,0.0,2021,4.9,0.0,0.0,0.0,5.0,5.0,4.9,4.9,4.6
166,156,Four Seasons Bangkok,Bangkok,Thailand,Southeast Asia,Four Seasons,97.59,55,299,Medium,Contemporary ,2020,21,0.0,0.0,2021,4.7,3.9,4.2,4.6,4.5,4.6,4.9,4.6,4.3
167,158,The Lodge & Spa at Brush Creek Ranch,Wyoming,United States,North America,Bruce and Beth White,97.56,57,44,Small,Nature,2010,21,0.0,0.0,2021,4.5,0.0,0.0,0.0,5.0,4.9,4.9,4.9,4.6
168,160,St. Regis Florence,Florence,Italy,Europe,Marriott International,97.52,59,99,Small,Palace,1855,19,0.0,0.0,2021,4.7,4.3,4.7,4.4,5.0,4.8,4.9,4.8,4.4
169,161,Mandarin Oriental Paris,Paris,France,Europe,Jardine Matheson,97.5,60,135,Small,Contemporary ,2011,21,0.0,0.0,2021,4.6,3.4,4.8,4.4,5.0,4.9,4.9,4.8,4.4
170,162,Matetsi Victoria Falls,Matetsi,Zimbabwe,Africa,John Gardiner,97.5,60,18,Small,Safari,2016,21,0.0,0.0,2021,4.7,0.0,0.0,0.0,5.0,4.8,5.0,5.0,4.9
171,163,Round Hill Hotel and Villas,Montego Bay,Jamaica,Caribbean,Ralph Lauren,97.49,62,36,Small,Coastal,1952,20,0.0,0.0,2021,4.6,4.9,5.0,4.9,5.0,4.8,4.8,4.7,4.3
172,164,Khwai River Lodge,Moremi Game Reserve,Botswana,Africa,LVMH,97.47,63,15,Small,Safari,1971,20,0.0,0.0,2021,4.7,0.0,0.0,0.0,4.5,4.9,4.9,4.8,4.4
173,165,Soneva Jani,Noonu Atoll,Maldives,Southeast Asia,Soneva,97.45,64,24,Small,Island,2016,21,0.0,0.0,2021,4.5,0.0,0.0,0.0,5.0,4.8,4.9,4.8,4.6
174,167,Inn of the Five Graces,Santa Fe,United States,North America,Relais & Châteaux,97.41,66,25,Small,Contemporary ,1996,20,0.0,0.0,2021,4.8,4.9,4.0,4.6,5.0,5.0,4.9,4.9,4.6
175,168,"Zadun, a Ritz-Carlton Reserve",San José del Cabo,Mexico,Latin America,Marriott International,97.41,66,115,Small,Coastal,2019,21,0.0,0.0,2021,4.7,0.0,0.0,0.0,4.5,4.7,4.6,4.7,4.5
176,169,Mfuwe Lodge,South Luangwa National Park,Zambia,Africa,The Bushcamp Company,97.33,68,18,Small,Safari,1956,20,0.0,0.0,2021,4.5,4.2,5.0,5.0,5.0,4.9,4.9,4.9,4.7
177,170,InterContinental Bora Bora Resort & Thalasso Spa,Bora Bora,French Polynesia,Oceania,InterContinental Hotels Group,97.33,68,84,Small,Island,2006,21,0.0,0.0,2021,4.8,4.7,4.4,4.8,4.5,4.9,4.8,4.6,4.2
178,171,Banyan Tree Cabo Marqués,Acapulco,Mexico,Latin America,Banyan Tree Holdings Limited,97.3,70,45,Small,Coastal,2009,21,0.0,0.0,2021,4.8,0.0,0.0,0.0,5.0,4.8,4.8,4.7,4.3
179,172,Ngala Safari Lodge,Kruger National Park Area,South Africa,Africa,andBeyond,97.26,71,20,Small,Safari,2020,21,0.0,0.0,2021,4.8,0.0,0.0,0.0,5.0,4.8,4.9,4.9,4.7
180,173,Sasaab,Samburu,Kenya,Africa,The Safari Collection,97.26,71,9,Small,Safari,2007,21,0.0,0.0,2021,4.8,0.0,0.0,0.0,5.0,4.8,4.9,4.9,4.8
181,174,The Sukhothai Bangkok,Bangkok,Thailand,Southeast Asia,HKR International,97.25,73,210,Medium,Palace,1991,20,0.0,0.0,2021,4.6,4.3,4.1,4.8,4.5,4.3,4.8,4.7,4.4
182,175,The Oberoi Grand,Kolkata,India,Southeast Asia,The Oberoi Group,97.2,74,209,Medium,Palace,1890,19,0.0,0.0,2021,4.4,3.8,4.6,4.5,5.0,4.8,4.8,4.8,4.5
183,176,Hôtel Plaza Athénée,Paris,France,Europe,Brunei Investment Agency,97.18,75,154,Medium,Palace,1913,20,0.0,0.0,2021,4.6,3.8,4.9,4.1,4.5,4.9,4.9,4.8,4.4
184,177,Mahekal Beach Resort,Playa del Carmen,Mexico,Latin America,Mahekal Beach Resort,97.12,76,196,Medium,Coastal,1982,20,0.0,0.0,2021,4.5,0.0,0.0,0.0,4.5,4.8,4.8,4.7,4.4
185,178,The Fullerton Hotel Singapore,Singapore,Singapore,Southeast Asia,Precious Treasure Pte,97.11,77,400,Big,Palace,2001,21,0.0,0.0,2021,4.6,4.3,4.8,4.2,4.5,4.8,4.7,4.5,4.1
186,180,Casa Chameleon,Las Catalinas,Costa Rica,Caribbean,Nolan Reynolds International,97.05,79,21,Small,Coastal,2020,21,0.0,0.0,2021,4.7,4.7,4.4,2.6,5.0,4.9,5.0,4.9,4.7
187,181,Hôtel Crillon Le Brave,Crillon-le-Brave,France,Europe,Maisons Pariente,97.0,80,34,Small,Nature,1988,20,0.0,0.0,2021,4.6,4.6,4.9,4.0,4.5,4.9,4.9,4.6,4.2
188,184,Six Senses Laamu,Laamu Atoll,Maldives,Southeast Asia,Hotel Properties Limited,97.0,80,97,Small,Island,2011,21,0.0,0.0,2021,4.8,0.0,0.0,0.0,5.0,4.8,4.9,4.9,4.5
189,186,The Wickaninnish Inn,British Columbia,Canada,North America,Wickaninnish Inn Ltd,97.0,80,75,Small,Coastal,1996,20,0.0,0.0,2021,4.4,4.7,4.8,4.1,4.5,4.9,4.8,4.7,4.2
190,187,Penha Longa Resort,Sintra,Portugal,Europe,Marriott International,96.94,86,44,Small,Nature,1993,20,0.0,0.0,2021,4.7,3.5,4.2,3.8,4.5,4.6,4.8,4.6,4.3
191,188,The St. Regis Bora Bora Resort,Bora Bora,French Polynesia,Oceania,Marriott International,96.89,87,90,Small,Island,2006,21,0.0,0.0,2021,4.8,4.3,4.7,4.3,5.0,4.9,4.8,4.7,4.3
192,189,Lion Sands Game Reserve,Sabi Sand Game Reserve ,South Africa,Africa,MORE Family Collection,96.87,88,18,Small,Safari,1933,20,0.0,0.0,2021,4.9,4.6,5.0,4.8,5.0,4.9,4.9,4.9,4.7
193,191,The Oyster Box,Umhlanga,South Africa,Africa,The Travel Corporation,96.85,90,86,Small,Coastal,1947,20,0.0,0.0,2021,4.7,3.8,4.9,4.4,5.0,5.0,4.9,4.9,4.5
194,192,The Stafford,London,England,Europe,Britannia Hospitality Limited,96.75,91,107,Small,Contemporary ,1912,20,0.0,0.0,2021,4.7,3.5,4.9,4.7,5.0,4.9,4.8,4.8,4.4
195,193,"Tambo del Inka, a Luxury Collection Resort & Spa",Urubamba ,Peru,Latin America,Marriott International,96.74,92,128,Small,Nature,2010,21,0.0,0.0,2021,4.8,4.6,3.8,4.2,5.0,4.7,5.0,4.8,4.6
196,194,Cap Maison,Gros Islet,St. Lucia,Caribbean,Cap Maison Limited,96.73,93,49,Small,Coastal,2008,21,0.0,0.0,2021,4.7,4.0,4.3,4.0,4.5,4.7,4.7,4.6,4.3
197,195,Tensing Pen,Negril,Jamaica,Caribbean,Sam Petros,96.73,93,22,Small,Coastal,1975,20,0.0,0.0,2021,4.7,4.6,4.6,4.3,5.0,4.8,4.7,4.6,4.5
198,196,Hôtel Le Toiny,Anse de Toiny,St. Barthélemy,Caribbean, Charlie and Mandie Vere Nicoll,96.71,95,22,Small,Coastal,1992,20,0.0,0.0,2021,4.5,5.0,4.0,5.0,4.5,4.8,4.8,4.7,4.7
199,197,Rosewood Mayakoba,Playa del Carmen,Mexico,Latin America,Rosewood Hotel Group ,96.7,96,129,Small,Coastal,2007,21,0.0,0.0,2021,4.8,0.0,0.0,0.0,5.0,4.8,4.9,4.9,4.5
200,198,Canaves Oia Boutique Hotel,Santorini,Greece,Europe,The Chaidemenos' Family,96.69,97,18,Small,Coastal,1995,20,0.0,0.0,2021,4.9,0.0,0.0,0.0,5.0,4.9,4.8,4.8,4.4
201,199,Montage Los Cabos,Cabo San Lucas,Mexico,Latin America,Montage International,96.68,98,122,Small,Coastal,2018,21,0.0,0.0,2021,4.8,0.0,0.0,0.0,5.0,4.9,4.9,5.0,4.6
202,200,Badrutt's Palace Hotel,St. Moritz,Switzerland,Europe,Hansjürg and Anikó Badrutt.,96.67,99,157,Medium,Nature,1896,19,0.0,0.0,2021,4.7,4.4,4.8,4.4,5.0,4.9,4.9,4.8,4.4
